,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,salary
14309,43,3,137722,6,9,6,1,5,0,0,0,0,40,18,0
14310,30,3,261677,5,5,0,1,1,4,0,0,0,40,18,0
14311,33,3,136331,6,9,5,7,1,0,0,0,0,50,18,0
14312,34,3,329993,1,10,6,4,5,0,0,0,0,40,18,0
14313,21,3,91819,12,11,0,3,4,0,0,0,0,30,18,0
14314,31,3,201122,0,13,6,5,5,0,0,0,1902,45,18,1
14315,48,3,315423,13,3,6,8,5,0,0,0,0,40,18,0
14316,22,3,103277,1,10,0,4,3,0,1,0,0,20,18,0
14317,47,3,236805,1,10,4,5,1,0,1,0,0,60,18,0
14318,27,3,74883,0,13,0,9,4,3,1,0,0,40,0,0
14319,18,3,115443,9,7,0,1,4,0,0,0,0,25,18,0
14320,43,3,150528,14,14,6,2,5,0,0,0,0,40,18,1
14321,36,3,43701,1,10,1,5,4,0,1,0,0,20,18,0
14322,37,5,419053,6,9,4,7,4,0,0,0,0,40,18,0
14323,24,3,183594,12,11,0,7,3,0,0,0,0,20,18,0
14324,24,3,390348,6,9,0,8,4,0,0,0,0,40,18,0
14325,38,3,36989,0,13,6,3,5,0,0,3908,0,70,18,0
14326,48,3,247895,0,13,6,6,5,4,0,0,0,40,18,1
14327,75,3,191446,15,2,6,3,0,4,1,0,0,16,18,0
14328,43,7,33521,0,13,4,2,4,0,0,0,0,70,18,1
14329,64,3,46087,0,13,4,6,4,0,1,0,0,50,18,0
14330,67,8,129188,7,16,6,14,5,0,0,20051,0,5,18,1
14331,36,3,356824,6,9,4,5,4,0,1,0,0,40,18,0
14332,53,3,158746,1,10,6,9,5,0,0,0,0,40,18,0
14333,22,3,153323,1,10,0,2,4,4,0,0,0,20,18,0
14334,73,7,130391,6,9,0,3,4,0,1,0,0,36,18,0
14335,46,3,173613,6,9,4,4,4,0,1,0,0,40,18,0
14336,45,3,362883,6,9,6,7,5,0,0,5013,0,40,18,0
14337,43,3,182757,6,9,6,7,5,0,0,0,0,40,18,1
14338,20,3,50397,6,9,0,4,3,4,0,0,0,20,18,0
14339,43,5,101709,1,10,4,1,4,3,0,0,0,40,18,0
14340,21,3,202570,2,8,0,4,0,4,0,0,0,48,23,0
14341,40,3,145649,6,9,2,5,1,4,1,0,0,25,18,0
14342,36,3,136343,0,13,6,2,5,0,0,0,0,40,18,1
14343,64,0,142166,0,13,4,5,4,0,0,0,0,45,18,0
14344,19,8,242001,1,10,0,14,3,0,1,0,0,40,18,0
14345,46,3,127089,1,10,6,2,5,0,0,5178,0,38,18,1
14346,46,6,124071,14,14,4,6,1,0,1,0,0,65,18,1
14347,41,6,190368,0,13,0,2,4,0,1,0,0,70,18,0
14348,29,8,19793,1,10,4,14,1,0,1,0,0,8,18,0
14349,28,3,67661,1,10,0,4,0,0,1,0,0,40,18,0
14350,23,3,62278,1,10,6,5,5,0,0,0,0,45,18,0
14351,30,5,295010,0,13,0,11,4,0,1,0,0,60,18,1
14352,44,3,203897,0,13,5,4,4,0,1,0,0,40,19,0
14353,27,3,265314,6,9,6,8,5,0,0,0,0,45,18,1
14354,25,3,159603,6,9,0,3,1,0,1,0,0,34,18,0
14355,29,3,134331,8,6,6,7,5,0,0,0,0,40,18,0
14356,54,3,123011,6,9,6,13,5,0,0,0,0,40,15,1
14357,27,3,274964,0,13,0,12,4,0,0,0,0,65,18,0
14358,34,3,66309,6,9,6,7,5,0,0,0,0,35,18,0
14359,38,3,73471,1,10,6,5,5,0,0,0,0,50,18,0
14360,24,8,26671,6,9,0,14,0,1,1,0,0,40,18,0
14361,56,3,357118,14,14,6,2,2,0,1,0,0,40,18,1
14362,35,0,184655,6,9,6,5,5,0,0,0,0,62,18,0
14363,23,8,55492,12,11,0,14,4,1,1,0,0,30,18,0
14364,23,3,175266,1,10,0,7,4,0,0,0,0,40,18,0
14365,19,3,188008,1,10,0,5,3,4,1,0,0,20,18,0
14366,42,3,87284,4,15,6,2,5,0,0,7298,0,35,18,1
14367,46,3,330087,0,13,6,6,5,0,0,15024,0,45,18,1
14368,48,0,56975,6,9,4,5,1,3,1,0,0,84,23,0
14369,27,3,150025,6,9,0,5,4,0,0,0,0,40,1,0
14370,22,8,189203,10,12,0,14,0,0,0,0,0,15,18,0
14371,49,0,330874,1,10,6,5,5,0,0,0,0,70,18,1
14372,23,3,136824,1,10,0,3,3,0,0,0,0,20,18,0
14373,24,3,201179,6,9,0,3,3,0,0,0,0,40,18,0
14374,34,3,324654,6,9,0,13,3,3,0,0,0,40,5,0
14375,25,5,366207,6,9,0,8,3,0,0,0,0,40,18,0
14376,33,7,103860,1,10,6,7,5,0,0,0,0,50,18,0
14377,22,3,106700,10,12,0,4,3,0,1,0,0,27,18,0
14378,54,6,163557,6,9,0,4,4,0,1,0,0,30,18,0
14379,39,0,286261,14,14,0,2,4,0,1,0,0,40,18,0
14380,25,3,123083,0,13,0,2,4,0,1,0,0,40,18,0
14381,75,0,125197,6,9,6,4,5,0,0,0,0,26,18,0
14382,28,7,278073,6,9,0,13,0,4,0,0,0,30,18,0
14383,50,3,133963,0,13,4,5,4,0,1,0,0,50,18,0
14384,62,7,71467,0,13,6,7,5,0,0,0,0,55,18,1
14385,40,3,76487,6,9,6,13,5,0,0,0,0,40,18,0
14386,58,6,215245,0,13,0,2,4,0,1,0,0,37,18,0
14387,24,5,127185,10,12,6,6,2,0,1,0,0,40,18,0
14388,21,3,179720,6,9,0,3,0,0,1,0,0,30,18,0
14389,40,3,88909,0,13,6,6,5,0,0,15024,0,50,18,1
14390,45,3,341995,12,11,6,2,5,0,0,0,1902,42,18,1
14391,48,3,173938,6,9,6,6,5,0,0,0,0,60,18,0
14392,34,3,344275,6,9,0,8,4,0,0,0,0,70,18,0
14393,23,3,150463,6,9,0,10,1,2,1,0,0,40,33,0
14394,43,6,209544,14,14,0,6,4,0,1,10520,0,50,18,1
14395,42,6,201723,1,10,0,7,4,0,0,0,0,40,18,0
14396,39,7,343476,0,13,6,2,5,0,0,15024,0,50,20,1
14397,52,0,77392,6,9,6,12,5,0,0,0,0,60,18,0
14398,21,8,171156,1,10,0,14,4,0,1,0,0,35,18,0
14399,56,7,357118,0,13,0,6,4,0,1,0,0,60,18,0
14400,48,5,167749,6,9,6,4,2,0,1,0,0,40,18,1
14401,37,7,352882,6,9,4,6,4,3,1,0,0,70,4,1
14402,25,3,51201,6,9,6,7,5,0,0,0,0,35,18,0
14403,40,3,365986,0,13,6,1,3,0,0,0,0,40,18,1
14404,34,3,400416,9,7,0,13,3,4,0,0,0,45,18,0
14405,52,3,31533,6,9,4,3,4,0,0,0,0,40,18,0
14406,41,3,106900,0,13,6,9,5,0,0,0,1902,42,18,1
14407,36,6,192337,6,9,0,3,4,0,0,0,0,40,18,0
14408,21,3,118712,12,11,0,7,3,0,0,0,1504,40,18,0
14409,28,3,301654,0,13,0,2,4,0,1,0,0,40,18,0
14410,31,7,145162,0,13,6,6,5,0,0,0,0,60,23,1
14411,20,3,88126,1,10,0,4,3,0,0,0,0,9,35,0
14412,68,3,165017,6,9,6,2,5,0,0,0,0,40,31,1
14413,35,3,238342,6,9,6,8,5,0,0,0,0,40,18,0
14414,32,3,857532,6,9,0,13,3,4,0,0,0,40,18,0
14415,64,3,134378,14,14,6,6,5,0,0,0,0,50,18,1
14416,17,3,260797,8,6,0,1,3,0,1,0,0,23,18,0
14417,25,3,138765,0,13,0,2,4,0,0,0,0,20,18,0
14418,74,8,256674,6,9,1,14,4,0,1,0,0,25,18,0
14419,31,3,247444,12,11,6,13,5,0,0,0,0,40,16,0
14420,51,4,454063,7,16,6,6,5,0,0,7298,0,40,18,1
14421,67,3,180539,6,9,6,5,5,0,0,0,0,10,18,0
14422,42,3,397346,6,9,0,7,4,0,0,3325,0,40,18,0
14423,29,3,107160,6,9,0,3,4,0,0,0,0,40,18,0
14424,31,3,262024,6,9,6,13,5,4,0,0,0,40,18,0
14425,21,3,131230,6,9,6,7,5,0,0,0,0,37,18,0
14426,67,3,274451,8,6,6,8,5,0,0,0,0,16,18,0
14427,41,4,365986,6,9,4,11,4,0,0,0,0,40,18,1
14428,27,3,204515,0,13,0,9,4,0,1,0,0,36,18,0
14429,51,3,99316,2,8,4,8,1,0,0,0,0,50,18,0
14430,21,8,206681,9,7,6,14,2,0,1,0,0,40,18,0
14431,28,3,268726,6,9,6,7,5,0,0,0,0,46,18,0
14432,21,3,275395,1,10,0,7,3,0,0,0,0,40,18,0
14433,28,3,383322,12,11,6,13,5,0,0,0,0,40,18,1
14434,29,3,126822,6,9,6,3,5,0,0,0,0,35,18,0
14435,39,0,168355,6,9,6,6,5,0,0,0,0,70,18,0
14436,21,3,162667,0,13,0,4,4,0,0,0,0,40,16,0
14437,43,3,373403,12,11,6,7,5,0,0,0,0,40,18,0
14438,44,7,274562,6,9,0,7,4,0,0,14344,0,40,18,1
14439,28,3,249362,9,7,6,8,5,0,0,0,0,50,18,0
14440,31,3,111567,5,5,0,5,4,0,0,0,0,43,18,1
14441,18,8,216508,6,9,0,14,3,0,0,0,0,30,18,0
14442,27,3,145784,1,10,6,4,2,1,1,0,0,45,18,0
14443,34,4,209317,1,10,6,11,5,0,0,0,0,40,18,0
14444,25,3,259505,6,9,0,9,4,0,0,0,0,40,18,0
14445,34,3,345360,0,13,6,9,5,0,0,0,0,40,35,0
14446,43,6,198096,6,9,6,7,5,0,0,7688,0,40,18,1
14447,40,0,33126,14,14,6,7,5,0,0,0,0,50,18,0
14448,21,3,206354,6,9,0,3,1,4,1,0,0,35,18,0
14449,25,3,1484705,1,10,4,6,1,0,1,0,0,25,18,0
14450,21,3,26410,6,9,0,4,4,0,1,0,0,40,18,0
14451,19,7,220901,1,10,0,8,3,0,0,0,0,30,18,0
14452,49,0,44671,10,12,6,7,5,0,0,0,0,40,18,1
14453,20,3,38620,1,10,0,3,3,0,0,0,0,20,18,0
14454,36,3,89040,9,7,6,8,5,0,0,0,0,47,18,0
14455,32,3,370160,1,10,2,6,1,4,1,0,0,40,18,0
14456,23,3,208946,1,10,0,4,3,0,0,0,0,32,18,0
14457,21,3,131230,1,10,0,5,3,0,0,0,0,10,18,0
14458,25,3,60358,0,13,0,6,3,0,0,0,0,40,18,0
14459,26,3,350853,13,3,0,8,4,0,0,0,0,40,23,0
14460,24,3,209782,0,13,0,5,3,0,1,0,0,40,18,0
14461,22,3,351952,1,10,0,2,1,0,1,0,0,20,18,0
14462,26,3,142081,6,9,6,3,2,0,1,0,0,40,37,0
14463,22,3,164775,5,5,0,13,1,0,0,0,0,40,33,0
14464,41,6,47858,0,13,6,11,5,0,0,0,0,40,18,1
14465,18,3,404085,6,9,6,4,2,0,1,0,0,40,18,0
14466,24,3,218678,0,13,0,5,3,0,0,0,0,40,18,0
14467,38,3,184655,6,9,6,7,5,0,0,0,1740,48,18,0
14468,36,3,321760,0,13,0,4,4,0,1,0,0,17,18,0
14469,45,6,185399,14,14,4,2,3,0,1,0,0,55,18,0
14470,38,6,409200,1,10,6,9,5,0,0,0,0,40,18,1
14471,38,3,40077,6,9,6,7,5,0,0,0,0,50,18,1
14472,34,7,31740,6,9,0,12,4,0,0,0,0,40,18,0
14473,53,6,233722,10,12,0,4,4,4,0,0,0,40,18,0
14474,32,3,192039,12,11,6,2,2,0,1,0,0,40,18,1
14475,17,3,222618,9,7,0,5,3,4,1,0,0,30,18,0
14476,45,4,213646,0,13,6,6,5,0,0,7298,0,40,18,1
14477,31,6,194141,6,9,6,11,5,0,0,0,0,48,18,0
14478,47,4,80282,7,16,6,2,5,0,0,0,0,45,18,0
14479,27,3,166350,6,9,0,5,4,0,0,0,0,50,18,0
14480,61,5,60641,1,10,6,4,2,0,1,0,0,30,18,0
14481,33,3,124827,6,9,6,8,5,0,0,0,0,40,18,0
14482,67,3,105438,6,9,2,13,0,0,1,0,0,40,18,0
14483,38,3,85244,0,13,2,7,4,0,0,0,0,40,18,0
14484,25,3,120535,6,9,4,5,1,0,1,0,0,40,18,0
14485,33,6,269604,13,3,0,3,1,2,1,0,0,40,22,0
14486,27,3,247711,6,9,6,4,2,0,1,0,0,40,18,0
14487,45,3,380922,6,9,6,7,5,0,0,0,0,60,18,1
14488,24,3,281221,0,13,0,4,0,3,1,0,0,40,8,0
14489,23,3,269687,12,11,0,9,4,0,0,0,0,40,18,0
14490,48,3,181758,1,10,4,4,1,0,1,0,0,40,18,0
14491,61,5,136787,1,10,6,4,5,0,0,0,0,40,18,1
14492,22,3,107882,6,9,0,2,3,0,1,0,0,20,18,0
14493,34,3,172579,12,11,4,9,1,0,1,0,0,40,18,0
14494,32,3,29933,6,9,6,13,5,0,0,5178,0,40,18,1
14495,35,5,38905,1,10,4,4,4,0,1,0,0,50,18,0
14496,36,3,168826,8,6,0,7,4,0,0,0,0,40,18,0
14497,24,3,424034,6,9,0,6,1,0,0,0,0,40,18,0
14498,60,3,117509,5,5,6,7,5,0,0,0,0,40,18,0
14499,28,8,196971,0,13,0,14,4,0,1,0,0,43,18,0
14500,64,3,69525,6,9,4,7,1,0,0,0,0,20,18,0
14501,22,3,374116,6,9,0,5,1,0,1,0,0,35,18,0
14502,27,3,283913,13,3,0,10,4,0,1,0,0,65,35,0
14503,36,4,147258,1,10,4,8,4,0,0,0,0,60,18,0
14504,27,3,139903,6,9,0,5,1,4,1,0,0,30,18,0
14505,52,3,112959,1,10,1,5,4,0,1,0,0,40,18,0
14506,57,7,264148,6,9,6,12,5,0,0,0,0,45,18,0
14507,23,3,256211,1,10,0,4,4,3,0,0,0,24,17,0
14508,29,7,142519,6,9,6,13,5,0,0,0,0,40,18,0
14509,34,3,281852,6,9,0,8,4,4,0,0,0,80,18,0
14510,38,3,380543,6,9,0,3,1,4,1,0,0,30,18,0
14511,50,7,204402,6,9,6,12,5,0,0,0,0,84,18,1
14512,50,3,192203,9,7,6,8,5,0,0,0,0,40,18,0
14513,51,7,199005,0,13,6,6,2,0,1,0,0,40,18,1
14514,17,0,61838,8,6,0,7,3,0,0,0,0,40,18,0
14515,25,3,210095,9,7,5,1,4,0,1,0,0,40,37,0
14516,19,3,187352,6,9,6,7,5,0,0,0,0,40,18,0
14517,43,7,32451,6,9,6,7,5,0,0,0,0,40,18,0
14518,59,3,140569,1,10,2,5,4,0,0,14084,0,60,18,1
14519,39,3,87556,14,14,0,2,4,0,0,6849,0,40,18,0
14520,18,3,79443,5,5,0,13,3,0,0,0,0,40,37,0
14521,27,3,212622,14,14,0,6,3,0,1,0,0,40,18,0
14522,39,3,32650,12,11,0,12,4,0,0,0,0,60,18,0
14523,44,3,125461,0,13,6,5,5,0,0,0,0,40,18,1
14524,19,3,219867,6,9,0,4,0,0,1,0,0,35,18,0
14525,32,6,206609,6,9,0,3,3,0,0,0,0,40,18,0
14526,48,3,101299,6,9,6,7,5,0,0,0,0,40,18,1
14527,46,3,29437,10,12,6,5,5,0,0,0,0,50,18,0
14528,65,3,87164,9,7,1,5,0,0,1,0,0,20,18,0
14529,57,0,146103,0,13,6,2,5,0,0,0,0,45,18,1
14530,48,3,169324,6,9,0,3,1,4,1,0,0,32,10,0
14531,46,3,138370,3,4,6,3,5,3,0,0,1651,40,5,0
14532,27,3,29523,8,6,6,1,5,0,0,0,0,40,18,0
14533,29,6,383745,1,10,6,11,5,0,0,0,1485,40,18,1
14534,21,8,247075,6,9,0,14,1,4,1,0,0,25,18,0
14535,20,8,200967,1,10,0,14,3,0,1,0,0,12,18,0
14536,51,8,175985,6,9,6,14,5,0,0,0,0,40,18,0
14537,35,0,189404,1,10,6,5,5,0,0,0,1740,40,18,0
14538,29,7,267661,6,9,6,12,5,0,0,0,0,70,18,0
14539,30,6,182926,1,10,6,11,5,0,0,15024,0,40,18,1
14540,65,3,243858,6,9,1,3,4,0,1,0,0,15,18,0
14541,20,8,43587,6,9,5,14,4,0,1,0,0,35,18,0
14542,47,5,31339,1,10,6,4,5,0,0,0,0,40,18,0
14543,41,3,204682,6,9,4,7,1,0,0,2174,0,40,20,0
14544,17,3,73145,5,5,0,7,3,0,1,0,0,16,18,0
14545,38,6,218184,13,3,6,1,0,0,0,0,0,40,37,0
14546,38,6,223237,14,14,6,2,5,0,0,0,0,40,18,1
14547,39,7,93319,6,9,0,5,0,0,1,0,0,4,18,0
14548,24,8,212300,6,9,2,14,4,0,1,0,0,38,18,0
14549,52,3,187356,8,6,6,13,5,0,0,0,0,41,18,0
14550,46,7,220832,1,10,6,6,5,0,0,0,0,58,18,1
14551,22,3,211361,0,13,0,6,4,0,1,0,0,30,18,0
14552,56,3,134195,14,14,0,5,4,0,0,0,0,50,18,0
14553,37,7,218249,9,7,4,2,1,4,1,0,0,30,18,0
14554,59,3,70720,0,13,4,5,4,0,0,0,0,55,18,1
14555,19,7,342384,9,7,6,7,3,0,0,0,2129,55,18,0
14556,31,3,237317,5,5,0,7,4,2,0,0,0,45,18,0
14557,22,3,359759,1,10,0,5,4,3,0,0,0,20,0,0
14558,48,7,181758,7,16,0,2,1,0,1,0,0,60,18,1
14559,63,0,267101,0,13,6,6,5,0,0,0,0,60,18,0
14560,33,3,222221,6,9,6,6,5,0,0,7298,0,45,18,1
14561,53,3,55139,6,9,0,12,4,0,0,0,0,10,18,0
14562,38,3,220237,12,11,6,7,5,0,0,0,0,40,23,1
14563,39,3,101073,10,12,6,5,5,0,0,0,0,24,18,0
14564,59,3,69884,4,15,5,2,1,0,0,0,0,50,18,0
14565,45,3,201127,6,9,6,13,5,0,0,0,0,40,18,0
14566,39,3,164733,1,10,4,4,4,0,1,0,0,45,18,0
14567,60,4,129447,6,9,1,4,4,0,1,0,0,35,18,0
14568,38,3,32837,0,13,4,2,1,0,1,0,0,56,18,0
14569,31,3,200117,6,9,4,4,4,0,0,0,0,40,18,0
14570,61,7,219183,0,13,6,2,5,0,0,0,0,50,18,1
14571,66,8,188842,0,13,6,14,5,0,0,0,0,24,18,0
14572,26,3,272669,0,13,0,5,4,3,0,0,0,20,4,0
14573,60,0,336188,4,15,6,2,5,0,0,0,2415,80,18,1
14574,68,8,191288,3,4,1,14,4,0,1,0,0,15,18,0
14575,32,3,176185,1,10,4,6,0,0,0,0,0,60,18,0
14576,25,6,197728,0,13,0,6,4,0,1,0,0,20,18,0
14577,43,6,144778,6,9,6,6,5,0,0,0,0,40,23,0
14578,26,8,133373,0,13,0,14,3,0,0,0,0,44,18,0
14579,55,3,197399,14,14,6,6,5,0,0,99999,0,55,18,1
14580,66,3,86010,8,6,1,8,4,0,1,0,0,11,18,0
14581,31,3,228873,6,9,6,7,5,0,0,0,0,40,18,0
14582,35,3,187415,13,3,6,13,5,3,0,0,0,50,23,0
14583,58,0,112945,4,15,0,2,4,0,0,27828,0,40,18,1
14584,56,3,98361,14,14,6,2,5,0,0,0,0,40,23,1
14585,22,3,129172,1,10,0,3,3,0,0,0,0,16,18,0
14586,46,6,316205,0,13,6,6,5,4,0,0,0,40,18,1
14587,33,3,226629,1,10,6,3,2,0,1,0,0,35,18,0
14588,26,4,180886,14,14,6,2,5,0,0,0,0,30,18,0
14589,42,7,69333,0,13,6,12,5,0,0,0,0,50,18,0
14590,45,3,213620,6,9,0,3,3,0,1,0,0,40,18,0
14591,43,3,197397,1,10,6,2,2,2,1,0,0,6,1,0
14592,19,3,223648,9,7,0,5,3,0,0,0,0,20,23,0
14593,27,3,179915,0,13,0,6,3,0,1,0,0,99,18,0
14594,51,3,339905,6,9,6,5,5,0,0,7688,0,40,18,1
14595,42,3,112956,6,9,0,8,3,0,0,0,0,40,18,0
14596,43,7,421837,1,10,6,5,5,0,0,7298,0,50,37,1
14597,38,3,187999,0,13,6,9,5,0,0,0,0,45,18,1
14598,44,3,77313,6,9,4,4,1,0,1,0,0,40,18,0
14599,36,3,231948,6,9,6,7,5,0,0,0,0,64,18,1
14600,37,3,37109,6,9,6,3,2,3,1,0,0,60,0,0
14601,29,3,79387,0,13,0,6,4,0,0,0,0,50,18,1
14602,53,8,133963,6,9,4,14,4,0,1,0,0,40,18,0
14603,42,7,177937,0,13,5,6,4,0,0,0,0,45,15,0
14604,80,3,173488,1,10,1,4,4,0,1,0,0,20,18,0
14605,61,3,183355,9,7,6,8,5,0,0,0,0,40,18,0
14606,55,3,147989,1,10,6,7,5,0,0,5013,0,52,18,0
14607,20,3,289944,1,10,0,3,3,0,1,0,0,25,18,0
14608,23,3,62278,6,9,0,7,1,0,0,0,0,40,18,0
14609,48,5,110457,1,10,6,7,5,0,0,0,0,40,18,1
14610,24,3,295763,0,13,0,6,3,0,1,0,0,50,18,0
14611,71,4,100063,6,9,6,7,5,4,0,0,0,40,18,0
14612,49,3,194962,9,7,6,3,2,0,1,0,0,6,18,0
14613,39,5,227597,6,9,0,0,4,0,0,0,0,50,18,0
14614,22,3,117606,0,13,0,4,3,0,1,0,0,25,18,0
14615,67,5,44774,0,13,1,4,4,0,1,0,0,40,18,0
14616,18,3,177648,6,9,0,5,3,0,1,0,0,25,18,0
14617,38,3,172571,0,13,6,6,5,0,0,0,1848,54,18,1
14618,38,8,203482,3,4,6,14,5,0,0,0,0,45,18,0
14619,50,3,153931,6,9,4,4,4,0,1,0,0,40,18,0
14620,56,7,84774,10,12,6,12,2,0,1,0,0,40,18,0
14621,23,3,157127,1,10,0,3,4,0,1,0,0,20,18,0
14622,26,3,170786,1,10,6,8,5,0,0,0,0,40,18,0
14623,32,3,281030,6,9,6,13,5,0,0,0,0,40,18,0
14624,44,3,203761,0,13,0,2,3,0,0,10520,0,40,18,1
14625,27,3,167405,6,9,5,12,3,0,1,0,0,40,37,0
14626,40,6,188436,1,10,6,11,5,0,0,7298,0,40,18,1
14627,43,3,388849,10,12,6,1,5,0,0,0,0,60,18,0
14628,31,4,176998,1,10,6,7,5,0,0,0,0,35,18,1
14629,57,3,200316,1,10,6,7,5,0,0,0,0,40,18,1
14630,25,3,160300,0,13,0,6,4,0,0,0,0,35,18,0
14631,22,3,236684,12,11,0,3,3,4,1,0,0,36,18,0
14632,20,6,247794,12,11,0,4,3,0,1,0,0,35,18,0
14633,27,3,267325,6,9,6,5,2,0,1,3464,0,40,18,0
14634,39,3,279490,1,10,4,6,1,0,1,0,0,40,37,0
14635,27,4,280618,14,14,0,2,4,0,0,0,0,40,18,0
14636,41,6,248406,6,9,2,8,3,0,0,0,0,40,18,0
14637,31,6,226494,0,13,0,2,4,0,0,0,0,45,18,0
14638,41,3,220460,10,12,6,5,5,0,0,0,0,20,18,0
14639,25,3,108317,0,13,0,6,4,0,0,0,0,40,18,0
14640,29,4,147256,10,12,0,2,4,4,0,0,0,40,18,1
14641,22,3,110371,6,9,6,3,3,0,0,0,0,50,18,0
14642,62,3,114060,3,4,6,11,5,0,0,0,0,91,18,0
14643,29,5,31161,6,9,4,6,4,2,1,0,0,40,18,0
14644,44,3,105862,1,10,6,6,2,0,1,0,0,70,18,1
14645,32,3,402089,0,13,6,4,2,0,1,0,0,2,18,0
14646,19,8,425447,6,9,0,14,1,4,1,0,0,40,18,0
14647,20,3,137300,12,11,0,13,1,0,1,0,0,40,18,0
14648,65,4,326691,1,10,6,13,5,4,0,0,0,40,18,1
14649,24,3,275093,6,9,0,1,4,0,1,0,0,36,18,0
14650,37,7,112497,14,14,6,6,5,0,0,0,0,50,18,1
14651,43,6,174491,6,9,4,9,4,4,1,0,0,40,18,0
14652,38,7,114835,0,13,6,5,2,0,1,0,0,60,18,1
14653,28,3,137898,10,12,0,5,3,0,1,0,0,35,18,0
14654,33,3,153151,6,9,0,1,3,0,0,4416,0,40,18,0
14655,32,3,134886,6,9,6,4,2,0,1,0,0,40,18,1
14656,38,3,193815,14,14,6,6,5,0,0,0,0,45,18,1
14657,33,3,237833,1,10,4,9,4,0,1,0,0,40,18,0
14658,42,7,101593,0,13,6,6,5,0,0,0,0,60,18,1
14659,27,3,164924,6,9,0,7,4,0,0,0,0,40,18,0
14660,41,3,174201,6,9,4,1,1,0,0,0,0,40,18,0
14661,47,6,36169,14,14,6,2,5,0,0,0,0,60,18,1
14662,55,3,144071,9,7,6,6,5,0,0,0,0,45,18,0
14663,30,7,180859,1,10,0,7,3,0,0,0,0,8,18,0
14664,54,3,221915,1,10,1,7,1,0,1,0,0,50,18,0
14665,40,3,26892,0,13,6,4,5,0,0,0,0,40,18,1
14666,21,3,351084,6,9,0,4,4,0,1,0,0,40,18,0
14667,34,3,97306,0,13,4,7,1,0,1,0,0,25,18,0
14668,30,3,185027,0,13,6,2,5,0,0,0,0,40,18,1
14669,31,3,182539,1,10,0,4,4,0,1,0,0,45,18,0
14670,22,3,215395,6,9,0,8,4,0,0,0,0,37,18,0
14671,37,3,186434,6,9,6,3,5,4,0,0,0,40,18,1
14672,41,8,217921,5,5,6,14,2,3,1,0,0,40,13,0
14673,52,6,346668,14,14,0,2,3,0,1,0,0,40,18,0
14674,57,0,412952,1,10,6,2,5,0,0,0,0,40,18,0
14675,48,3,167009,1,10,4,4,4,0,1,0,0,48,18,0
14676,58,3,316000,6,9,6,6,5,0,0,0,0,40,18,1
14677,35,7,216256,5,5,6,7,5,0,0,0,0,50,18,0
14678,40,3,341835,6,9,0,6,4,0,1,0,0,45,18,0
14679,30,3,169841,6,9,4,5,4,0,1,0,0,25,18,0
14680,26,7,200681,6,9,6,6,5,0,0,0,0,40,12,0
14681,46,7,456956,6,9,6,2,5,0,0,0,0,60,18,0
14682,26,5,276075,1,10,6,4,5,4,0,0,0,40,18,0
14683,50,5,96657,0,13,4,2,1,4,1,0,0,40,18,0
14684,22,3,374313,6,9,6,8,5,0,0,0,0,50,18,1
14685,36,3,110998,14,14,1,9,1,3,1,0,0,40,32,0
14686,30,3,53285,6,9,6,5,5,0,0,0,0,52,18,1
14687,58,3,104613,10,12,6,6,5,0,0,0,0,50,18,1
14688,17,8,303317,9,7,0,14,3,0,0,0,0,40,18,0
14689,72,3,298070,12,11,2,3,1,0,1,6723,0,25,18,0
14690,19,3,318822,6,9,0,4,4,0,1,0,0,40,18,0
14691,29,3,375078,3,4,6,3,2,0,1,0,0,40,37,0
14692,20,8,232799,6,9,0,14,3,4,1,0,0,25,18,0
14693,30,3,210851,1,10,6,7,5,0,0,0,0,40,18,0
14694,47,7,213745,1,10,4,3,1,0,1,0,0,45,18,0
14695,51,3,204447,1,10,6,2,5,0,0,0,0,45,18,1
14696,26,3,318934,8,6,6,1,5,0,0,0,0,40,18,0
14697,24,3,237386,1,10,0,6,4,0,0,0,0,42,18,0
14698,44,3,182629,14,14,4,5,4,0,0,0,0,24,38,0
14699,43,3,144778,6,9,6,6,5,0,0,0,0,50,18,1
14700,35,3,117166,0,13,0,6,4,0,0,0,0,50,18,0
14701,51,3,237630,6,9,6,9,5,0,0,7298,0,50,18,1
14702,41,3,171550,6,9,6,6,5,0,0,0,0,40,18,1
14703,38,3,165302,1,10,4,4,1,2,1,0,0,40,18,0
14704,39,4,42186,6,9,6,4,2,3,1,3464,0,20,18,0
14705,54,3,284952,8,6,2,5,1,0,1,0,0,43,31,0
14706,62,3,96099,6,9,0,7,4,0,0,0,0,40,18,0
14707,45,3,198759,7,16,6,6,5,0,0,0,0,60,18,0
14708,30,3,227886,6,9,0,6,3,4,1,0,0,35,24,0
14709,32,3,391874,6,9,6,7,5,0,0,0,0,40,18,0
14710,23,7,184370,6,9,4,3,4,0,1,0,0,40,18,0
14711,84,6,135839,12,11,1,4,4,0,1,0,0,14,18,0
14712,46,3,194698,0,13,0,2,3,0,0,0,0,60,18,0
14713,67,6,342175,14,14,4,4,4,0,1,2009,0,40,18,0
14714,29,3,67218,0,13,6,2,5,0,0,0,0,40,18,1
14715,33,3,205152,12,11,0,6,4,0,0,0,0,55,18,1
14716,23,3,434467,1,10,6,9,5,0,0,0,0,42,18,0
